,Year,Jurisdiction,Gender,Average scale score
81,2022,Pennsylvania,Female,272.0
84,2022,Rhode Island,Male,271.0
85,2022,Rhode Island,Female,269.0
86,2022,South Carolina,Male,269.0
87,2022,South Carolina,Female,269.0
88,2022,South Dakota,Male,282.0
89,2022,South Dakota,Female,281.0
90,2022,Tennessee,Male,271.0
91,2022,Tennessee,Female,273.0
92,2022,Texas,Male,275.0
93,2022,Texas,Female,270.0
94,2022,Utah,Male,286.0
95,2022,Utah,Female,279.0
96,2022,Vermont,Male,276.0
97,2022,Vermont,Female,277.0
98,2022,Virginia,Male,280.0
99,2022,Virginia,Female,278.0
100,2022,Washington,Male,279.0
101,2022,Washington,Female,272.0
102,2022,West Virginia,Male,261.0
103,2022,West Virginia,Female,260.0
104,2022,Wisconsin,Male,283.0
105,2022,Wisconsin,Female,279.0
106,2022,Wyoming,Male,281.0
107,2022,Wyoming,Female,280.0
108,2019,National,Male,282.0
109,2019,National,Female,282.0
110,2019,Alabama,Male,267.0
111,2019,Alabama,Female,270.0
112,2019,Alaska,Male,277.0
113,2019,Alaska,Female,272.0
114,2019,Arizona,Male,279.0
115,2019,Arizona,Female,281.0
116,2019,Arkansas,Male,273.0
117,2019,Arkansas,Female,276.0
118,2019,California,Male,275.0
119,2019,California,Female,277.0
120,2019,Colorado,Male,285.0
121,2019,Colorado,Female,284.0
122,2019,Connecticut,Male,286.0
123,2019,Connecticut,Female,287.0
124,2019,Delaware,Male,276.0
125,2019,Delaware,Female,277.0
130,2019,Florida,Male,279.0
131,2019,Florida,Female,278.0
132,2019,Georgia,Male,279.0
133,2019,Georgia,Female,280.0
134,2019,Hawaii,Male,275.0
135,2019,Hawaii,Female,276.0
136,2019,Idaho,Male,288.0
137,2019,Idaho,Female,284.0
138,2019,Illinois,Male,283.0
139,2019,Illinois,Female,282.0
140,2019,Indiana,Male,286.0
141,2019,Indiana,Female,285.0
142,2019,Iowa,Male,282.0
143,2019,Iowa,Female,282.0
144,2019,Kansas,Male,283.0
145,2019,Kansas,Female,281.0
146,2019,Kentucky,Male,276.0
147,2019,Kentucky,Female,280.0
148,2019,Louisiana,Male,270.0
149,2019,Louisiana,Female,273.0
150,2019,Maine,Male,283.0
151,2019,Maine,Female,282.0
152,2019,Maryland,Male,280.0
153,2019,Maryland,Female,280.0
154,2019,Massachusetts,Male,293.0
155,2019,Massachusetts,Female,296.0
156,2019,Michigan,Male,280.0
157,2019,Michigan,Female,281.0
158,2019,Minnesota,Male,289.0
159,2019,Minnesota,Female,292.0
160,2019,Mississippi,Male,273.0
161,2019,Mississippi,Female,275.0
162,2019,Missouri,Male,281.0
163,2019,Missouri,Female,281.0
164,2019,Montana,Male,283.0
165,2019,Montana,Female,285.0
166,2019,Nebraska,Male,284.0
167,2019,Nebraska,Female,286.0
168,2019,Nevada,Male,273.0
169,2019,Nevada,Female,274.0
170,2019,New Hampshire,Male,288.0
171,2019,New Hampshire,Female,286.0
172,2019,New Jersey,Male,292.0
173,2019,New Jersey,Female,292.0
174,2019,New Mexico,Male,269.0
175,2019,New Mexico,Female,268.0
176,2019,New York,Male,281.0
177,2019,New York,Female,280.0
178,2019,North Carolina,Male,281.0
179,2019,North Carolina,Female,286.0
180,2019,North Dakota,Male,285.0
181,2019,North Dakota,Female,286.0
182,2019,Ohio,Male,285.0
183,2019,Ohio,Female,287.0
184,2019,Oklahoma,Male,277.0
185,2019,Oklahoma,Female,276.0
186,2019,Oregon,Male,279.0
187,2019,Oregon,Female,280.0
188,2019,Pennsylvania,Male,284.0
189,2019,Pennsylvania,Female,286.0
192,2019,Rhode Island,Male,275.0
193,2019,Rhode Island,Female,276.0
194,2019,South Carolina,Male,276.0
195,2019,South Carolina,Female,277.0
196,2019,South Dakota,Male,286.0
197,2019,South Dakota,Female,289.0
198,2019,Tennessee,Male,279.0
199,2019,Tennessee,Female,281.0
200,2019,Texas,Male,279.0
201,2019,Texas,Female,280.0
202,2019,Utah,Male,286.0
203,2019,Utah,Female,284.0
204,2019,Vermont,Male,286.0
205,2019,Vermont,Female,287.0
206,2019,Virginia,Male,287.0
207,2019,Virginia,Female,288.0
208,2019,Washington,Male,286.0
209,2019,Washington,Female,286.0
210,2019,West Virginia,Male,272.0
211,2019,West Virginia,Female,273.0
212,2019,Wisconsin,Male,288.0
213,2019,Wisconsin,Female,289.0
214,2019,Wyoming,Male,285.0
215,2019,Wyoming,Female,288.0
216,2017,National,Male,283.0
217,2017,National,Female,282.0
218,2017,Alabama,Male,270.0
219,2017,Alabama,Female,267.0
220,2017,Alaska,Male,277.0
221,2017,Alaska,Female,277.0
222,2017,Arizona,Male,285.0
223,2017,Arizona,Female,280.0
224,2017,Arkansas,Male,274.0
225,2017,Arkansas,Female,273.0
226,2017,California,Male,277.0
227,2017,California,Female,277.0
228,2017,Colorado,Male,286.0
229,2017,Colorado,Female,286.0
230,2017,Connecticut,Male,284.0
231,2017,Connecticut,Female,285.0
232,2017,Delaware,Male,278.0
233,2017,Delaware,Female,278.0
238,2017,Florida,Male,281.0
239,2017,Florida,Female,277.0
240,2017,Georgia,Male,282.0
241,2017,Georgia,Female,280.0
242,2017,Hawaii,Male,275.0
243,2017,Hawaii,Female,279.0
244,2017,Idaho,Male,285.0
245,2017,Idaho,Female,283.0
246,2017,Illinois,Male,284.0
247,2017,Illinois,Female,279.0
248,2017,Indiana,Male,287.0
249,2017,Indiana,Female,288.0
250,2017,Iowa,Male,286.0
251,2017,Iowa,Female,287.0
252,2017,Kansas,Male,288.0
253,2017,Kansas,Female,283.0
254,2017,Kentucky,Male,276.0
255,2017,Kentucky,Female,280.0
256,2017,Louisiana,Male,267.0
257,2017,Louisiana,Female,266.0
258,2017,Maine,Male,284.0
259,2017,Maine,Female,284.0
260,2017,Maryland,Male,282.0
261,2017,Maryland,Female,280.0
262,2017,Massachusetts,Male,296.0
263,2017,Massachusetts,Female,298.0
264,2017,Michigan,Male,280.0
265,2017,Michigan,Female,279.0
266,2017,Minnesota,Male,294.0
267,2017,Minnesota,Female,294.0
268,2017,Mississippi,Male,271.0
269,2017,Mississippi,Female,271.0
270,2017,Missouri,Male,281.0
271,2017,Missouri,Female,280.0
272,2017,Montana,Male,285.0
273,2017,Montana,Female,286.0
274,2017,Nebraska,Male,289.0
275,2017,Nebraska,Female,287.0
276,2017,Nevada,Male,276.0
277,2017,Nevada,Female,275.0
278,2017,New Hampshire,Male,294.0
279,2017,New Hampshire,Female,292.0
280,2017,New Jersey,Male,293.0
281,2017,New Jersey,Female,291.0
282,2017,New Mexico,Male,270.0
283,2017,New Mexico,Female,268.0
284,2017,New York,Male,281.0
285,2017,New York,Female,282.0
286,2017,North Carolina,Male,281.0
287,2017,North Carolina,Female,282.0
288,2017,North Dakota,Male,288.0
289,2017,North Dakota,Female,288.0
290,2017,Ohio,Male,288.0
291,2017,Ohio,Female,288.0
292,2017,Oklahoma,Male,274.0
293,2017,Oklahoma,Female,275.0
294,2017,Oregon,Male,283.0
295,2017,Oregon,Female,281.0
296,2017,Pennsylvania,Male,285.0
297,2017,Pennsylvania,Female,288.0
300,2017,Rhode Island,Male,278.0
301,2017,Rhode Island,Female,277.0
302,2017,South Carolina,Male,274.0
303,2017,South Carolina,Female,275.0
304,2017,South Dakota,Male,286.0
305,2017,South Dakota,Female,287.0
306,2017,Tennessee,Male,278.0
307,2017,Tennessee,Female,279.0
308,2017,Texas,Male,283.0
309,2017,Texas,Female,282.0
310,2017,Utah,Male,288.0
311,2017,Utah,Female,286.0
312,2017,Vermont,Male,287.0
313,2017,Vermont,Female,288.0
314,2017,Virginia,Male,290.0
315,2017,Virginia,Female,290.0
316,2017,Washington,Male,291.0
317,2017,Washington,Female,288.0
318,2017,West Virginia,Male,273.0
319,2017,West Virginia,Female,273.0
320,2017,Wisconsin,Male,289.0
321,2017,Wisconsin,Female,287.0
322,2017,Wyoming,Male,289.0
323,2017,Wyoming,Female,289.0
324,2015,National,Male,282.0
325,2015,National,Female,282.0
326,2015,Alabama,Male,266.0
327,2015,Alabama,Female,267.0
328,2015,Alaska,Male,280.0
329,2015,Alaska,Female,281.0
330,2015,Arizona,Male,283.0
331,2015,Arizona,Female,283.0
332,2015,Arkansas,Male,275.0
333,2015,Arkansas,Female,275.0
334,2015,California,Male,275.0
335,2015,California,Female,276.0
336,2015,Colorado,Male,287.0
337,2015,Colorado,Female,284.0
338,2015,Connecticut,Male,284.0
339,2015,Connecticut,Female,283.0
340,2015,Delaware,Male,280.0
341,2015,Delaware,Female,280.0
346,2015,Florida,Male,275.0
347,2015,Florida,Female,276.0
348,2015,Georgia,Male,279.0
349,2015,Georgia,Female,279.0
350,2015,Hawaii,Male,277.0
351,2015,Hawaii,Female,282.0
352,2015,Idaho,Male,284.0
353,2015,Idaho,Female,284.0
354,2015,Illinois,Male,282.0
355,2015,Illinois,Female,282.0
356,2015,Indiana,Male,288.0
357,2015,Indiana,Female,287.0
358,2015,Iowa,Male,287.0
359,2015,Iowa,Female,285.0
360,2015,Kansas,Male,284.0
361,2015,Kansas,Female,284.0
362,2015,Kentucky,Male,277.0
363,2015,Kentucky,Female,279.0
364,2015,Louisiana,Male,267.0
365,2015,Louisiana,Female,269.0
366,2015,Maine,Male,285.0
367,2015,Maine,Female,284.0
368,2015,Maryland,Male,282.0
369,2015,Maryland,Female,285.0
370,2015,Massachusetts,Male,295.0
371,2015,Massachusetts,Female,299.0
372,2015,Michigan,Male,280.0
373,2015,Michigan,Female,277.0
374,2015,Minnesota,Male,294.0
375,2015,Minnesota,Female,294.0
376,2015,Mississippi,Male,269.0
377,2015,Mississippi,Female,273.0
378,2015,Missouri,Male,282.0
379,2015,Missouri,Female,279.0
380,2015,Montana,Male,289.0
381,2015,Montana,Female,286.0
382,2015,Nebraska,Male,287.0
383,2015,Nebraska,Female,286.0
384,2015,Nevada,Male,275.0
385,2015,Nevada,Female,275.0
386,2015,New Hampshire,Male,295.0
387,2015,New Hampshire,Female,293.0
388,2015,New Jersey,Male,294.0
389,2015,New Jersey,Female,293.0
390,2015,New Mexico,Male,272.0
391,2015,New Mexico,Female,270.0
392,2015,New York,Male,280.0
393,2015,New York,Female,280.0
394,2015,North Carolina,Male,281.0
395,2015,North Carolina,Female,282.0
396,2015,North Dakota,Male,288.0
397,2015,North Dakota,Female,288.0
398,2015,Ohio,Male,284.0
399,2015,Ohio,Female,286.0
400,2015,Oklahoma,Male,275.0
401,2015,Oklahoma,Female,274.0
402,2015,Oregon,Male,282.0
403,2015,Oregon,Female,284.0
404,2015,Pennsylvania,Male,283.0
405,2015,Pennsylvania,Female,285.0
408,2015,Rhode Island,Male,280.0
409,2015,Rhode Island,Female,283.0
410,2015,South Carolina,Male,275.0
411,2015,South Carolina,Female,277.0
412,2015,South Dakota,Male,284.0
413,2015,South Dakota,Female,286.0
414,2015,Tennessee,Male,278.0
415,2015,Tennessee,Female,278.0
416,2015,Texas,Male,283.0
417,2015,Texas,Female,284.0
418,2015,Utah,Male,287.0
419,2015,Utah,Female,285.0
420,2015,Vermont,Male,292.0
421,2015,Vermont,Female,289.0
422,2015,Virginia,Male,289.0
423,2015,Virginia,Female,287.0
424,2015,Washington,Male,287.0
425,2015,Washington,Female,285.0
426,2015,West Virginia,Male,272.0
427,2015,West Virginia,Female,271.0
428,2015,Wisconsin,Male,289.0
429,2015,Wisconsin,Female,289.0
430,2015,Wyoming,Male,286.0
431,2015,Wyoming,Female,288.0
432,2013,National,Male,285.0
433,2013,National,Female,284.0
434,2013,Alabama,Male,269.0
435,2013,Alabama,Female,269.0
436,2013,Alaska,Male,282.0
437,2013,Alaska,Female,281.0
438,2013,Arizona,Male,280.0
439,2013,Arizona,Female,279.0
440,2013,Arkansas,Male,277.0
441,2013,Arkansas,Female,278.0
442,2013,California,Male,277.0
443,2013,California,Female,275.0
444,2013,Colorado,Male,289.0
445,2013,Colorado,Female,290.0
446,2013,Connecticut,Male,285.0
447,2013,Connecticut,Female,285.0
448,2013,Delaware,Male,284.0
449,2013,Delaware,Female,281.0
454,2013,Florida,Male,282.0
455,2013,Florida,Female,280.0
456,2013,Georgia,Male,279.0
457,2013,Georgia,Female,279.0
458,2013,Hawaii,Male,280.0
459,2013,Hawaii,Female,284.0
460,2013,Idaho,Male,287.0
461,2013,Idaho,Female,286.0
462,2013,Illinois,Male,285.0
463,2013,Illinois,Female,285.0
464,2013,Indiana,Male,288.0
465,2013,Indiana,Female,287.0
466,2013,Iowa,Male,286.0
467,2013,Iowa,Female,284.0
468,2013,Kansas,Male,290.0
469,2013,Kansas,Female,289.0
470,2013,Kentucky,Male,281.0
471,2013,Kentucky,Female,280.0
472,2013,Louisiana,Male,273.0
473,2013,Louisiana,Female,273.0
474,2013,Maine,Male,290.0
475,2013,Maine,Female,287.0
476,2013,Maryland,Male,286.0
477,2013,Maryland,Female,287.0
478,2013,Massachusetts,Male,301.0
479,2013,Massachusetts,Female,300.0
480,2013,Michigan,Male,280.0
481,2013,Michigan,Female,281.0
482,2013,Minnesota,Male,295.0
483,2013,Minnesota,Female,294.0
484,2013,Mississippi,Male,271.0
485,2013,Mississippi,Female,271.0
486,2013,Missouri,Male,283.0
487,2013,Missouri,Female,283.0
488,2013,Montana,Male,289.0
489,2013,Montana,Female,289.0
490,2013,Nebraska,Male,285.0
491,2013,Nebraska,Female,285.0
492,2013,Nevada,Male,279.0
493,2013,Nevada,Female,277.0
494,2013,New Hampshire,Male,295.0
495,2013,New Hampshire,Female,296.0
496,2013,New Jersey,Male,295.0
497,2013,New Jersey,Female,297.0
498,2013,New Mexico,Male,273.0
499,2013,New Mexico,Female,273.0
500,2013,New York,Male,280.0
501,2013,New York,Female,283.0
502,2013,North Carolina,Male,285.0
503,2013,North Carolina,Female,286.0
504,2013,North Dakota,Male,291.0
505,2013,North Dakota,Female,290.0
506,2013,Ohio,Male,290.0
507,2013,Ohio,Female,289.0
508,2013,Oklahoma,Male,275.0
509,2013,Oklahoma,Female,276.0
510,2013,Oregon,Male,285.0
511,2013,Oregon,Female,282.0
512,2013,Pennsylvania,Male,290.0
513,2013,Pennsylvania,Female,289.0
516,2013,Rhode Island,Male,284.0
517,2013,Rhode Island,Female,284.0
518,2013,South Carolina,Male,281.0
519,2013,South Carolina,Female,279.0
520,2013,South Dakota,Male,288.0
521,2013,South Dakota,Female,287.0
522,2013,Tennessee,Male,278.0
523,2013,Tennessee,Female,278.0
524,2013,Texas,Male,289.0
525,2013,Texas,Female,288.0
526,2013,Utah,Male,285.0
527,2013,Utah,Female,284.0
528,2013,Vermont,Male,295.0
529,2013,Vermont,Female,296.0
530,2013,Virginia,Male,288.0
531,2013,Virginia,Female,289.0
532,2013,Washington,Male,290.0
533,2013,Washington,Female,289.0
534,2013,West Virginia,Male,274.0
535,2013,West Virginia,Female,274.0
536,2013,Wisconsin,Male,289.0
537,2013,Wisconsin,Female,289.0
538,2013,Wyoming,Male,290.0
539,2013,Wyoming,Female,287.0
540,2011,National,Male,284.0
541,2011,National,Female,283.0
542,2011,Alabama,Male,269.0
543,2011,Alabama,Female,269.0
544,2011,Alaska,Male,283.0
545,2011,Alaska,Female,284.0
546,2011,Arizona,Male,282.0
547,2011,Arizona,Female,276.0
548,2011,Arkansas,Male,280.0
549,2011,Arkansas,Female,278.0
550,2011,California,Male,273.0
551,2011,California,Female,273.0
552,2011,Colorado,Male,291.0
553,2011,Colorado,Female,292.0
554,2011,Connecticut,Male,288.0
555,2011,Connecticut,Female,286.0
556,2011,Delaware,Male,282.0
557,2011,Delaware,Female,284.0
562,2011,Florida,Male,278.0
563,2011,Florida,Female,277.0
564,2011,Georgia,Male,279.0
565,2011,Georgia,Female,278.0
566,2011,Hawaii,Male,277.0
567,2011,Hawaii,Female,279.0
568,2011,Idaho,Male,287.0
569,2011,Idaho,Female,286.0
570,2011,Illinois,Male,283.0
571,2011,Illinois,Female,283.0
572,2011,Indiana,Male,285.0
573,2011,Indiana,Female,285.0
574,2011,Iowa,Male,286.0
575,2011,Iowa,Female,284.0
576,2011,Kansas,Male,291.0
577,2011,Kansas,Female,289.0
578,2011,Kentucky,Male,282.0
579,2011,Kentucky,Female,281.0
580,2011,Louisiana,Male,272.0
581,2011,Louisiana,Female,274.0
582,2011,Maine,Male,288.0
583,2011,Maine,Female,289.0
584,2011,Maryland,Male,289.0
585,2011,Maryland,Female,287.0
586,2011,Massachusetts,Male,299.0
587,2011,Massachusetts,Female,298.0
588,2011,Michigan,Male,282.0
589,2011,Michigan,Female,279.0
590,2011,Minnesota,Male,295.0
591,2011,Minnesota,Female,295.0
592,2011,Mississippi,Male,267.0
593,2011,Mississippi,Female,272.0
594,2011,Missouri,Male,283.0
595,2011,Missouri,Female,281.0
596,2011,Montana,Male,293.0
597,2011,Montana,Female,293.0
598,2011,Nebraska,Male,284.0
599,2011,Nebraska,Female,282.0
600,2011,Nevada,Male,279.0
601,2011,Nevada,Female,277.0
602,2011,New Hampshire,Male,292.0
603,2011,New Hampshire,Female,292.0
604,2011,New Jersey,Male,294.0
605,2011,New Jersey,Female,294.0
606,2011,New Mexico,Male,275.0
607,2011,New Mexico,Female,274.0
608,2011,New York,Male,280.0
609,2011,New York,Female,281.0
610,2011,North Carolina,Male,285.0
611,2011,North Carolina,Female,287.0
612,2011,North Dakota,Male,293.0
613,2011,North Dakota,Female,291.0
614,2011,Ohio,Male,290.0
615,2011,Ohio,Female,288.0
616,2011,Oklahoma,Male,280.0
617,2011,Oklahoma,Female,278.0
618,2011,Oregon,Male,285.0
619,2011,Oregon,Female,280.0
620,2011,Pennsylvania,Male,287.0
621,2011,Pennsylvania,Female,285.0
624,2011,Rhode Island,Male,283.0
625,2011,Rhode Island,Female,283.0
626,2011,South Carolina,Male,280.0
627,2011,South Carolina,Female,282.0
628,2011,South Dakota,Male,291.0
629,2011,South Dakota,Female,290.0
630,2011,Tennessee,Male,276.0
631,2011,Tennessee,Female,272.0
632,2011,Texas,Male,291.0
633,2011,Texas,Female,290.0
634,2011,Utah,Male,285.0
635,2011,Utah,Female,281.0
636,2011,Vermont,Male,294.0
637,2011,Vermont,Female,294.0
638,2011,Virginia,Male,289.0
639,2011,Virginia,Female,289.0
640,2011,Washington,Male,288.0
641,2011,Washington,Female,288.0
642,2011,West Virginia,Male,274.0
643,2011,West Virginia,Female,272.0
644,2011,Wisconsin,Male,290.0
645,2011,Wisconsin,Female,287.0
646,2011,Wyoming,Male,290.0
647,2011,Wyoming,Female,285.0
648,2009,National,Male,284.0
649,2009,National,Female,282.0
650,2009,Alabama,Male,268.0
651,2009,Alabama,Female,269.0
652,2009,Alaska,Male,283.0
653,2009,Alaska,Female,283.0
654,2009,Arizona,Male,279.0
655,2009,Arizona,Female,276.0
656,2009,Arkansas,Male,275.0
657,2009,Arkansas,Female,277.0
658,2009,California,Male,272.0
659,2009,California,Female,268.0
660,2009,Colorado,Male,289.0
661,2009,Colorado,Female,286.0
662,2009,Connecticut,Male,288.0
663,2009,Connecticut,Female,289.0
664,2009,Delaware,Male,284.0
665,2009,Delaware,Female,283.0
670,2009,Florida,Male,281.0
671,2009,Florida,Female,278.0
672,2009,Georgia,Male,277.0
673,2009,Georgia,Female,278.0
674,2009,Hawaii,Male,271.0
675,2009,Hawaii,Female,276.0
676,2009,Idaho,Male,288.0
677,2009,Idaho,Female,286.0
678,2009,Illinois,Male,284.0
679,2009,Illinois,Female,280.0
680,2009,Indiana,Male,288.0
681,2009,Indiana,Female,285.0
682,2009,Iowa,Male,285.0
683,2009,Iowa,Female,284.0
684,2009,Kansas,Male,290.0
685,2009,Kansas,Female,287.0
686,2009,Kentucky,Male,281.0
687,2009,Kentucky,Female,278.0
688,2009,Louisiana,Male,272.0
689,2009,Louisiana,Female,273.0
690,2009,Maine,Male,288.0
691,2009,Maine,Female,284.0
692,2009,Maryland,Male,290.0
693,2009,Maryland,Female,287.0
694,2009,Massachusetts,Male,300.0
695,2009,Massachusetts,Female,298.0
696,2009,Michigan,Male,280.0
697,2009,Michigan,Female,277.0
698,2009,Minnesota,Male,296.0
699,2009,Minnesota,Female,293.0
700,2009,Mississippi,Male,265.0
701,2009,Mississippi,Female,265.0
702,2009,Missouri,Male,287.0
703,2009,Missouri,Female,285.0
704,2009,Montana,Male,292.0
705,2009,Montana,Female,291.0
706,2009,Nebraska,Male,286.0
707,2009,Nebraska,Female,283.0
708,2009,Nevada,Male,275.0
709,2009,Nevada,Female,273.0
710,2009,New Hampshire,Male,293.0
711,2009,New Hampshire,Female,292.0
712,2009,New Jersey,Male,295.0
713,2009,New Jersey,Female,290.0
714,2009,New Mexico,Male,271.0
715,2009,New Mexico,Female,269.0
716,2009,New York,Male,283.0
717,2009,New York,Female,282.0
718,2009,North Carolina,Male,284.0
719,2009,North Carolina,Female,284.0
720,2009,North Dakota,Male,294.0
721,2009,North Dakota,Female,291.0
722,2009,Ohio,Male,287.0
723,2009,Ohio,Female,284.0
724,2009,Oklahoma,Male,278.0
725,2009,Oklahoma,Female,274.0
726,2009,Oregon,Male,287.0
727,2009,Oregon,Female,283.0
728,2009,Pennsylvania,Male,290.0
729,2009,Pennsylvania,Female,287.0
732,2009,Rhode Island,Male,278.0
733,2009,Rhode Island,Female,278.0
734,2009,South Carolina,Male,281.0
735,2009,South Carolina,Female,280.0
736,2009,South Dakota,Male,292.0
737,2009,South Dakota,Female,289.0
738,2009,Tennessee,Male,275.0
739,2009,Tennessee,Female,275.0
740,2009,Texas,Male,287.0
741,2009,Texas,Female,286.0
742,2009,Utah,Male,285.0
743,2009,Utah,Female,283.0
744,2009,Vermont,Male,294.0
745,2009,Vermont,Female,292.0
746,2009,Virginia,Male,287.0
747,2009,Virginia,Female,285.0
748,2009,Washington,Male,290.0
749,2009,Washington,Female,288.0
750,2009,West Virginia,Male,271.0
751,2009,West Virginia,Female,270.0
752,2009,Wisconsin,Male,289.0
753,2009,Wisconsin,Female,287.0
754,2009,Wyoming,Male,288.0
755,2009,Wyoming,Female,284.0
756,2007,National,Male,282.0
757,2007,National,Female,280.0
758,2007,Alabama,Male,267.0
759,2007,Alabama,Female,265.0
760,2007,Alaska,Male,282.0
761,2007,Alaska,Female,283.0
762,2007,Arizona,Male,277.0
763,2007,Arizona,Female,274.0
764,2007,Arkansas,Male,274.0
765,2007,Arkansas,Female,274.0
766,2007,California,Male,270.0
767,2007,California,Female,270.0
768,2007,Colorado,Male,287.0
769,2007,Colorado,Female,286.0
770,2007,Connecticut,Male,282.0
771,2007,Connecticut,Female,283.0
772,2007,Delaware,Male,285.0
773,2007,Delaware,Female,281.0
778,2007,Florida,Male,278.0
779,2007,Florida,Female,277.0
780,2007,Georgia,Male,275.0
781,2007,Georgia,Female,274.0
782,2007,Hawaii,Male,267.0
783,2007,Hawaii,Female,270.0
784,2007,Idaho,Male,285.0
785,2007,Idaho,Female,282.0
786,2007,Illinois,Male,282.0
787,2007,Illinois,Female,279.0
788,2007,Indiana,Male,286.0
789,2007,Indiana,Female,284.0
790,2007,Iowa,Male,287.0
791,2007,Iowa,Female,284.0
792,2007,Kansas,Male,291.0
793,2007,Kansas,Female,289.0
794,2007,Kentucky,Male,280.0
795,2007,Kentucky,Female,277.0
796,2007,Louisiana,Male,273.0
797,2007,Louisiana,Female,272.0
798,2007,Maine,Male,288.0
799,2007,Maine,Female,285.0
800,2007,Maryland,Male,287.0
801,2007,Maryland,Female,284.0
802,2007,Massachusetts,Male,300.0
803,2007,Massachusetts,Female,296.0
804,2007,Michigan,Male,278.0
805,2007,Michigan,Female,275.0
806,2007,Minnesota,Male,292.0
807,2007,Minnesota,Female,292.0
808,2007,Mississippi,Male,266.0
809,2007,Mississippi,Female,264.0
810,2007,Missouri,Male,282.0
811,2007,Missouri,Female,279.0
812,2007,Montana,Male,287.0
813,2007,Montana,Female,287.0
814,2007,Nebraska,Male,285.0
815,2007,Nebraska,Female,282.0
816,2007,Nevada,Male,271.0
817,2007,Nevada,Female,270.0
818,2007,New Hampshire,Male,288.0
819,2007,New Hampshire,Female,287.0
820,2007,New Jersey,Male,290.0
821,2007,New Jersey,Female,288.0
822,2007,New Mexico,Male,268.0
823,2007,New Mexico,Female,267.0
824,2007,New York,Male,281.0
825,2007,New York,Female,280.0
826,2007,North Carolina,Male,285.0
827,2007,North Carolina,Female,283.0
828,2007,North Dakota,Male,293.0
829,2007,North Dakota,Female,290.0
830,2007,Ohio,Male,286.0
831,2007,Ohio,Female,283.0
832,2007,Oklahoma,Male,277.0
833,2007,Oklahoma,Female,273.0
834,2007,Oregon,Male,285.0
835,2007,Oregon,Female,283.0
836,2007,Pennsylvania,Male,289.0
837,2007,Pennsylvania,Female,283.0
840,2007,Rhode Island,Male,276.0
841,2007,Rhode Island,Female,275.0
842,2007,South Carolina,Male,281.0
843,2007,South Carolina,Female,282.0
844,2007,South Dakota,Male,290.0
845,2007,South Dakota,Female,287.0
846,2007,Tennessee,Male,277.0
847,2007,Tennessee,Female,271.0
848,2007,Texas,Male,287.0
849,2007,Texas,Female,285.0
850,2007,Utah,Male,282.0
851,2007,Utah,Female,280.0
852,2007,Vermont,Male,292.0
853,2007,Vermont,Female,290.0
