Year,Jurisdiction,Gender,Average scale score
2022,Ohio,Male,258.0
2022,Ohio,Female,266.0
2022,Oklahoma,Male,247.0
2022,Oklahoma,Female,256.0
2022,Oregon,Male,254.0
2022,Oregon,Female,260.0
2022,Pennsylvania,Male,255.0
2022,Pennsylvania,Female,264.0
2022,Rhode Island,Male,255.0
2022,Rhode Island,Female,264.0
2022,South Carolina,Male,250.0
2022,South Carolina,Female,258.0
2022,South Dakota,Male,256.0
2022,South Dakota,Female,268.0
2022,Tennessee,Male,250.0
2022,Tennessee,Female,265.0
2022,Texas,Male,253.0
2022,Texas,Female,257.0
2022,Utah,Male,259.0
2022,Utah,Female,272.0
2022,Vermont,Male,257.0
2022,Vermont,Female,271.0
2022,Virginia,Male,255.0
2022,Virginia,Female,265.0
2022,Washington,Male,259.0
2022,Washington,Female,264.0
2022,West Virginia,Male,244.0
2022,West Virginia,Female,255.0
2022,Wisconsin,Male,258.0
2022,Wisconsin,Female,266.0
2022,Wyoming,Male,254.0
2022,Wyoming,Female,268.0
2019,National,Male,258.0
2019,National,Female,269.0
2019,Alabama,Male,245.0
2019,Alabama,Female,262.0
2019,Alaska,Male,247.0
2019,Alaska,Female,258.0
2019,Arizona,Male,254.0
2019,Arizona,Female,265.0
2019,Arkansas,Male,253.0
2019,Arkansas,Female,265.0
2019,California,Male,253.0
2019,California,Female,264.0
2019,Colorado,Male,262.0
2019,Colorado,Female,273.0
2019,Connecticut,Male,264.0
2019,Connecticut,Female,276.0
2019,Delaware,Male,254.0
2019,Delaware,Female,266.0
2019,Florida,Male,259.0
2019,Florida,Female,268.0
2019,Georgia,Male,256.0
2019,Georgia,Female,269.0
2019,Hawaii,Male,251.0
2019,Hawaii,Female,265.0
2019,Idaho,Male,261.0
2019,Idaho,Female,272.0
2019,Illinois,Male,260.0
2019,Illinois,Female,269.0
2019,Indiana,Male,259.0
2019,Indiana,Female,273.0
2019,Iowa,Male,257.0
2019,Iowa,Female,268.0
2019,Kansas,Male,258.0
2019,Kansas,Female,268.0
2019,Kentucky,Male,258.0
2019,Kentucky,Female,268.0
2019,Louisiana,Male,253.0
2019,Louisiana,Female,262.0
2019,Maine,Male,259.0
2019,Maine,Female,272.0
2019,Maryland,Male,260.0
2019,Maryland,Female,269.0
2019,Massachusetts,Male,267.0
2019,Massachusetts,Female,279.0
2019,Michigan,Male,257.0
2019,Michigan,Female,268.0
2019,Minnesota,Male,258.0
2019,Minnesota,Female,270.0
2019,Mississippi,Male,252.0
2019,Mississippi,Female,261.0
2019,Missouri,Male,255.0
2019,Missouri,Female,271.0
2019,Montana,Male,258.0
2019,Montana,Female,272.0
2019,Nebraska,Male,260.0
2019,Nebraska,Female,268.0
2019,Nevada,Male,254.0
2019,Nevada,Female,263.0
2019,New Hampshire,Male,261.0
2019,New Hampshire,Female,275.0
2019,New Jersey,Male,265.0
2019,New Jersey,Female,275.0
2019,New Mexico,Male,245.0
2019,New Mexico,Female,259.0
2019,New York,Male,257.0
2019,New York,Female,267.0
2019,North Carolina,Male,256.0
2019,North Carolina,Female,269.0
2019,North Dakota,Male,258.0
2019,North Dakota,Female,269.0
2019,Ohio,Male,262.0
2019,Ohio,Female,272.0
2019,Oklahoma,Male,252.0
2019,Oklahoma,Female,264.0
2019,Oregon,Male,259.0
2019,Oregon,Female,269.0
2019,Pennsylvania,Male,259.0
2019,Pennsylvania,Female,270.0
2019,Rhode Island,Male,257.0
2019,Rhode Island,Female,267.0
2019,South Carolina,Male,253.0
2019,South Carolina,Female,265.0
2019,South Dakota,Male,257.0
2019,South Dakota,Female,269.0
2019,Tennessee,Male,257.0
2019,Tennessee,Female,268.0
2019,Texas,Male,251.0
2019,Texas,Female,261.0
2019,Utah,Male,262.0
2019,Utah,Female,273.0
2019,Vermont,Male,262.0
2019,Vermont,Female,276.0
2019,Virginia,Male,253.0
2019,Virginia,Female,271.0
2019,Washington,Male,260.0
2019,Washington,Female,273.0
2019,West Virginia,Male,249.0
2019,West Virginia,Female,263.0
2019,Wisconsin,Male,260.0
2019,Wisconsin,Female,275.0
2019,Wyoming,Male,260.0
2019,Wyoming,Female,270.0
2017,National,Male,262.0
2017,National,Female,272.0
2017,Alabama,Male,253.0
2017,Alabama,Female,262.0
2017,Alaska,Male,253.0
2017,Alaska,Female,263.0
2017,Arizona,Male,258.0
2017,Arizona,Female,268.0
2017,Arkansas,Male,256.0
2017,Arkansas,Female,264.0
2017,California,Male,258.0
2017,California,Female,268.0
2017,Colorado,Male,266.0
2017,Colorado,Female,275.0
2017,Connecticut,Male,268.0
2017,Connecticut,Female,277.0
2017,Delaware,Male,258.0
2017,Delaware,Female,268.0
2017,Florida,Male,263.0
2017,Florida,Female,270.0
2017,Georgia,Male,261.0
2017,Georgia,Female,272.0
2017,Hawaii,Male,254.0
2017,Hawaii,Female,269.0
2017,Idaho,Male,266.0
2017,Idaho,Female,274.0
2017,Illinois,Male,262.0
2017,Illinois,Female,272.0
2017,Indiana,Male,267.0
2017,Indiana,Female,277.0
2017,Iowa,Male,262.0
2017,Iowa,Female,273.0
2017,Kansas,Male,263.0
2017,Kansas,Female,272.0
2017,Kentucky,Male,258.0
2017,Kentucky,Female,273.0
2017,Louisiana,Male,253.0
2017,Louisiana,Female,261.0
2017,Maine,Male,262.0
2017,Maine,Female,276.0
2017,Maryland,Male,262.0
2017,Maryland,Female,273.0
2017,Massachusetts,Male,273.0
2017,Massachusetts,Female,282.0
2017,Michigan,Male,260.0
2017,Michigan,Female,271.0
2017,Minnesota,Male,263.0
2017,Minnesota,Female,275.0
2017,Mississippi,Male,254.0
2017,Mississippi,Female,259.0
2017,Missouri,Male,261.0
2017,Missouri,Female,271.0
2017,Montana,Male,261.0
2017,Montana,Female,274.0
2017,Nebraska,Male,265.0
2017,Nebraska,Female,272.0
2017,Nevada,Male,255.0
2017,Nevada,Female,265.0
2017,New Hampshire,Male,270.0
2017,New Hampshire,Female,280.0
2017,New Jersey,Male,271.0
2017,New Jersey,Female,280.0
2017,New Mexico,Male,252.0
2017,New Mexico,Female,260.0
2017,New York,Male,258.0
2017,New York,Female,270.0
2017,North Carolina,Male,257.0
2017,North Carolina,Female,269.0
2017,North Dakota,Male,259.0
2017,North Dakota,Female,272.0
2017,Ohio,Male,263.0
2017,Ohio,Female,274.0
2017,Oklahoma,Male,257.0
2017,Oklahoma,Female,265.0
2017,Oregon,Male,260.0
2017,Oregon,Female,273.0
2017,Pennsylvania,Male,266.0
2017,Pennsylvania,Female,274.0
2017,Rhode Island,Male,260.0
2017,Rhode Island,Female,272.0
2017,South Carolina,Male,254.0
2017,South Carolina,Female,265.0
2017,South Dakota,Male,262.0
2017,South Dakota,Female,273.0
2017,Tennessee,Male,256.0
2017,Tennessee,Female,268.0
2017,Texas,Male,257.0
2017,Texas,Female,264.0
2017,Utah,Male,265.0
2017,Utah,Female,273.0
2017,Vermont,Male,267.0
2017,Vermont,Female,281.0
2017,Virginia,Male,263.0
2017,Virginia,Female,273.0
2017,Washington,Male,266.0
2017,Washington,Female,277.0
2017,West Virginia,Male,252.0
2017,West Virginia,Female,266.0
2017,Wisconsin,Male,262.0
2017,Wisconsin,Female,277.0
2017,Wyoming,Male,262.0
2017,Wyoming,Female,276.0
2015,National,Male,261.0
2015,National,Female,270.0
2015,Alabama,Male,253.0
2015,Alabama,Female,265.0
2015,Alaska,Male,254.0
2015,Alaska,Female,268.0
2015,Arizona,Male,259.0
2015,Arizona,Female,267.0
2015,Arkansas,Male,252.0
2015,Arkansas,Female,265.0
2015,California,Male,255.0
2015,California,Female,263.0
2015,Colorado,Male,261.0
2015,Colorado,Female,275.0
2015,Connecticut,Male,268.0
2015,Connecticut,Female,279.0
2015,Delaware,Male,257.0
2015,Delaware,Female,268.0
2015,Florida,Male,258.0
2015,Florida,Female,269.0
2015,Georgia,Male,255.0
2015,Georgia,Female,269.0
2015,Hawaii,Male,252.0
2015,Hawaii,Female,263.0
2015,Idaho,Male,263.0
2015,Idaho,Female,275.0
2015,Illinois,Male,262.0
2015,Illinois,Female,272.0
2015,Indiana,Male,264.0
2015,Indiana,Female,273.0
2015,Iowa,Male,265.0
2015,Iowa,Female,271.0
2015,Kansas,Male,262.0
2015,Kansas,Female,272.0
2015,Kentucky,Male,263.0
2015,Kentucky,Female,273.0
2015,Louisiana,Male,251.0
2015,Louisiana,Female,260.0
2015,Maine,Male,264.0
2015,Maine,Female,273.0
2015,Maryland,Male,260.0
2015,Maryland,Female,276.0
2015,Massachusetts,Male,271.0
2015,Massachusetts,Female,278.0
2015,Michigan,Male,260.0
2015,Michigan,Female,270.0
2015,Minnesota,Male,264.0
2015,Minnesota,Female,276.0
2015,Mississippi,Male,247.0
2015,Mississippi,Female,258.0
2015,Missouri,Male,260.0
2015,Missouri,Female,274.0
2015,Montana,Male,265.0
2015,Montana,Female,275.0
2015,Nebraska,Male,264.0
2015,Nebraska,Female,275.0
2015,Nevada,Male,254.0
2015,Nevada,Female,265.0
2015,New Hampshire,Male,269.0
2015,New Hampshire,Female,281.0
2015,New Jersey,Male,267.0
2015,New Jersey,Female,275.0
2015,New Mexico,Male,248.0
2015,New Mexico,Female,258.0
2015,New York,Male,259.0
2015,New York,Female,268.0
2015,North Carolina,Male,254.0
2015,North Carolina,Female,268.0
2015,North Dakota,Male,263.0
2015,North Dakota,Female,272.0
2015,Ohio,Male,261.0
2015,Ohio,Female,271.0
2015,Oklahoma,Male,259.0
2015,Oklahoma,Female,267.0
2015,Oregon,Male,262.0
2015,Oregon,Female,274.0
2015,Pennsylvania,Male,265.0
2015,Pennsylvania,Female,273.0
2015,Rhode Island,Male,260.0
2015,Rhode Island,Female,270.0
2015,South Carolina,Male,254.0
2015,South Carolina,Female,267.0
2015,South Dakota,Male,263.0
2015,South Dakota,Female,272.0
2015,Tennessee,Male,261.0
2015,Tennessee,Female,269.0
2015,Texas,Male,256.0
2015,Texas,Female,265.0
2015,Utah,Male,264.0
2015,Utah,Female,275.0
2015,Vermont,Male,269.0
2015,Vermont,Female,279.0
2015,Virginia,Male,263.0
2015,Virginia,Female,271.0
2015,Washington,Male,261.0
2015,Washington,Female,274.0
2015,West Virginia,Male,256.0
2015,West Virginia,Female,264.0
2015,Wisconsin,Male,264.0
2015,Wisconsin,Female,275.0
2015,Wyoming,Male,263.0
2015,Wyoming,Female,275.0
2013,National,Male,263.0
2013,National,Female,273.0
2013,Alabama,Male,253.0
2013,Alabama,Female,262.0
2013,Alaska,Male,254.0
2013,Alaska,Female,268.0
2013,Arizona,Male,256.0
2013,Arizona,Female,265.0
2013,Arkansas,Male,257.0
2013,Arkansas,Female,267.0
2013,California,Male,257.0
2013,California,Female,267.0
2013,Colorado,Male,267.0
2013,Colorado,Female,275.0
2013,Connecticut,Male,269.0
2013,Connecticut,Female,281.0
2013,Delaware,Male,261.0
2013,Delaware,Female,271.0
2013,Florida,Male,260.0
2013,Florida,Female,272.0
2013,Georgia,Male,260.0
2013,Georgia,Female,270.0
2013,Hawaii,Male,254.0
2013,Hawaii,Female,266.0
2013,Idaho,Male,265.0
2013,Idaho,Female,276.0
2013,Illinois,Male,263.0
2013,Illinois,Female,271.0
2013,Indiana,Male,262.0
2013,Indiana,Female,272.0
2013,Iowa,Male,265.0
2013,Iowa,Female,273.0
2013,Kansas,Male,263.0
2013,Kansas,Female,271.0
2013,Kentucky,Male,266.0
2013,Kentucky,Female,273.0
2013,Louisiana,Male,253.0
2013,Louisiana,Female,262.0
2013,Maine,Male,262.0
2013,Maine,Female,276.0
2013,Maryland,Male,269.0
2013,Maryland,Female,278.0
2013,Massachusetts,Male,273.0
2013,Massachusetts,Female,281.0
2013,Michigan,Male,262.0
2013,Michigan,Female,271.0
2013,Minnesota,Male,266.0
2013,Minnesota,Female,276.0
2013,Mississippi,Male,248.0
2013,Mississippi,Female,259.0
2013,Missouri,Male,261.0
2013,Missouri,Female,273.0
2013,Montana,Male,267.0
2013,Montana,Female,276.0
2013,Nebraska,Male,265.0
2013,Nebraska,Female,274.0
2013,Nevada,Male,257.0
2013,Nevada,Female,267.0
2013,New Hampshire,Male,269.0
2013,New Hampshire,Female,280.0
2013,New Jersey,Male,271.0
2013,New Jersey,Female,282.0
2013,New Mexico,Male,252.0
2013,New Mexico,Female,260.0
2013,New York,Male,261.0
2013,New York,Female,272.0
2013,North Carolina,Male,258.0
2013,North Carolina,Female,271.0
2013,North Dakota,Male,263.0
2013,North Dakota,Female,273.0
2013,Ohio,Male,264.0
2013,Ohio,Female,274.0
2013,Oklahoma,Male,258.0
2013,Oklahoma,Female,266.0
2013,Oregon,Male,263.0
2013,Oregon,Female,274.0
2013,Pennsylvania,Male,269.0
2013,Pennsylvania,Female,275.0
2013,Rhode Island,Male,261.0
2013,Rhode Island,Female,272.0
2013,South Carolina,Male,256.0
2013,South Carolina,Female,267.0
2013,South Dakota,Male,262.0
2013,South Dakota,Female,274.0
2013,Tennessee,Male,262.0
2013,Tennessee,Female,269.0
2013,Texas,Male,260.0
2013,Texas,Female,268.0
2013,Utah,Male,265.0
2013,Utah,Female,275.0
2013,Vermont,Male,269.0
2013,Vermont,Female,280.0
2013,Virginia,Male,262.0
2013,Virginia,Female,273.0
2013,Washington,Male,268.0
2013,Washington,Female,277.0
2013,West Virginia,Male,251.0
2013,West Virginia,Female,263.0
2013,Wisconsin,Male,261.0
2013,Wisconsin,Female,275.0
2013,Wyoming,Male,265.0
2013,Wyoming,Female,277.0
2011,National,Male,261.0
2011,National,Female,270.0
2011,Alabama,Male,254.0
2011,Alabama,Female,263.0
2011,Alaska,Male,256.0
2011,Alaska,Female,267.0
2011,Arizona,Male,255.0
2011,Arizona,Female,265.0
2011,Arkansas,Male,254.0
2011,Arkansas,Female,264.0
2011,California,Male,249.0
2011,California,Female,261.0
2011,Colorado,Male,268.0
2011,Colorado,Female,274.0
2011,Connecticut,Male,270.0
2011,Connecticut,Female,279.0
2011,Delaware,Male,260.0
2011,Delaware,Female,271.0
2011,Florida,Male,257.0
2011,Florida,Female,267.0
2011,Georgia,Male,258.0
2011,Georgia,Female,267.0
2011,Hawaii,Male,252.0
2011,Hawaii,Female,263.0
2011,Idaho,Male,264.0
2011,Idaho,Female,272.0
2011,Illinois,Male,261.0
2011,Illinois,Female,271.0
2011,Indiana,Male,260.0
2011,Indiana,Female,270.0
2011,Iowa,Male,261.0
2011,Iowa,Female,269.0
2011,Kansas,Male,263.0
2011,Kansas,Female,272.0
2011,Kentucky,Male,264.0
2011,Kentucky,Female,274.0
2011,Louisiana,Male,251.0
2011,Louisiana,Female,259.0
2011,Maine,Male,265.0
2011,Maine,Female,275.0
2011,Maryland,Male,267.0
2011,Maryland,Female,275.0
2011,Massachusetts,Male,271.0
2011,Massachusetts,Female,280.0
2011,Michigan,Male,260.0
2011,Michigan,Female,271.0
2011,Minnesota,Male,266.0
2011,Minnesota,Female,274.0
2011,Mississippi,Male,249.0
2011,Mississippi,Female,259.0
2011,Missouri,Male,261.0
2011,Missouri,Female,272.0
2011,Montana,Male,268.0
2011,Montana,Female,278.0
2011,Nebraska,Male,264.0
2011,Nebraska,Female,272.0
2011,Nevada,Male,252.0
2011,Nevada,Female,264.0
2011,New Hampshire,Male,268.0
2011,New Hampshire,Female,276.0
2011,New Jersey,Male,270.0
2011,New Jersey,Female,280.0
2011,New Mexico,Male,252.0
2011,New Mexico,Female,260.0
2011,New York,Male,261.0
2011,New York,Female,270.0
2011,North Carolina,Male,256.0
2011,North Carolina,Female,270.0
2011,North Dakota,Male,264.0
2011,North Dakota,Female,273.0
2011,Ohio,Male,263.0
2011,Ohio,Female,273.0
2011,Oklahoma,Male,256.0
2011,Oklahoma,Female,264.0
2011,Oregon,Male,260.0
2011,Oregon,Female,269.0
2011,Pennsylvania,Male,263.0
2011,Pennsylvania,Female,272.0
2011,Rhode Island,Male,260.0
2011,Rhode Island,Female,271.0
2011,South Carolina,Male,255.0
2011,South Carolina,Female,265.0
2011,South Dakota,Male,265.0
2011,South Dakota,Female,273.0
2011,Tennessee,Male,255.0
2011,Tennessee,Female,264.0
2011,Texas,Male,260.0
2011,Texas,Female,263.0
2011,Utah,Male,262.0
2011,Utah,Female,272.0
2011,Vermont,Male,268.0
2011,Vermont,Female,280.0
2011,Virginia,Male,263.0
2011,Virginia,Female,271.0
2011,Washington,Male,261.0
2011,Washington,Female,274.0
2011,West Virginia,Male,250.0
2011,West Virginia,Female,263.0
2011,Wisconsin,Male,262.0
2011,Wisconsin,Female,272.0
2011,Wyoming,Male,265.0
2011,Wyoming,Female,274.0
2009,National,Male,259.0
2009,National,Female,269.0
2009,Alabama,Male,249.0
2009,Alabama,Female,261.0
2009,Alaska,Male,254.0
2009,Alaska,Female,265.0
2009,Arizona,Male,254.0
2009,Arizona,Female,261.0
2009,Arkansas,Male,254.0
2009,Arkansas,Female,262.0
2009,California,Male,248.0
2009,California,Female,257.0
2009,Colorado,Male,262.0
2009,Colorado,Female,270.0
2009,Connecticut,Male,267.0
2009,Connecticut,Female,277.0
2009,Delaware,Male,260.0
2009,Delaware,Female,270.0
2009,Florida,Male,259.0
2009,Florida,Female,269.0
2009,Georgia,Male,255.0
2009,Georgia,Female,266.0
2009,Hawaii,Male,248.0
2009,Hawaii,Female,262.0
2009,Idaho,Male,259.0
2009,Idaho,Female,271.0
2009,Illinois,Male,260.0
2009,Illinois,Female,269.0
2009,Indiana,Male,263.0
2009,Indiana,Female,269.0
2009,Iowa,Male,261.0
2009,Iowa,Female,269.0
2009,Kansas,Male,265.0
2009,Kansas,Female,269.0
2009,Kentucky,Male,263.0
2009,Kentucky,Female,271.0
2009,Louisiana,Male,248.0
2009,Louisiana,Female,258.0
2009,Maine,Male,262.0
2009,Maine,Female,273.0
2009,Maryland,Male,262.0
2009,Maryland,Female,272.0
2009,Massachusetts,Male,269.0
2009,Massachusetts,Female,279.0
2009,Michigan,Male,257.0
2009,Michigan,Female,267.0
2009,Minnesota,Male,265.0
2009,Minnesota,Female,275.0
2009,Mississippi,Male,248.0
2009,Mississippi,Female,255.0
2009,Missouri,Male,262.0
2009,Missouri,Female,272.0
2009,Montana,Male,265.0
2009,Montana,Female,276.0
2009,Nebraska,Male,263.0
2009,Nebraska,Female,272.0
2009,Nevada,Male,248.0
2009,Nevada,Female,260.0
2009,New Hampshire,Male,264.0
2009,New Hampshire,Female,277.0
2009,New Jersey,Male,269.0
2009,New Jersey,Female,277.0
2009,New Mexico,Male,251.0
2009,New Mexico,Female,257.0
2009,New York,Male,259.0
2009,New York,Female,270.0
2009,North Carolina,Male,253.0
2009,North Carolina,Female,267.0
2009,North Dakota,Male,265.0
2009,North Dakota,Female,274.0
2009,Ohio,Male,265.0
2009,Ohio,Female,272.0
2009,Oklahoma,Male,255.0
2009,Oklahoma,Female,264.0
2009,Oregon,Male,260.0
2009,Oregon,Female,270.0
2009,Pennsylvania,Male,267.0
2009,Pennsylvania,Female,274.0
2009,Rhode Island,Male,255.0
2009,Rhode Island,Female,265.0
2009,South Carolina,Male,251.0
2009,South Carolina,Female,264.0
2009,South Dakota,Male,266.0
2009,South Dakota,Female,275.0
2009,Tennessee,Male,257.0
2009,Tennessee,Female,265.0
2009,Texas,Male,256.0
2009,Texas,Female,264.0
2009,Utah,Male,260.0
2009,Utah,Female,271.0
2009,Vermont,Male,267.0
2009,Vermont,Female,278.0
2009,Virginia,Male,260.0
2009,Virginia,Female,271.0
2009,Washington,Male,261.0
2009,Washington,Female,273.0
2009,West Virginia,Male,248.0
2009,West Virginia,Female,262.0
2009,Wisconsin,Male,260.0
2009,Wisconsin,Female,271.0
2009,Wyoming,Male,265.0
2009,Wyoming,Female,271.0
2007,National,Male,258.0
2007,National,Female,268.0
2007,Alabama,Male,247.0
2007,Alabama,Female,257.0
2007,Alaska,Male,253.0
2007,Alaska,Female,264.0
2007,Arizona,Male,251.0
2007,Arizona,Female,259.0
2007,Arkansas,Male,253.0
2007,Arkansas,Female,263.0
2007,California,Male,246.0
2007,California,Female,257.0
2007,Colorado,Male,262.0
2007,Colorado,Female,271.0
2007,Connecticut,Male,262.0
2007,Connecticut,Female,272.0
2007,Delaware,Male,260.0
2007,Delaware,Female,269.0
2007,Florida,Male,254.0
2007,Florida,Female,266.0
2007,Georgia,Male,253.0
2007,Georgia,Female,264.0
2007,Hawaii,Male,244.0
2007,Hawaii,Female,259.0
2007,Idaho,Male,260.0
2007,Idaho,Female,270.0
2007,Illinois,Male,259.0
2007,Illinois,Female,267.0
2007,Indiana,Male,259.0
2007,Indiana,Female,270.0
2007,Iowa,Male,263.0
2007,Iowa,Female,272.0
2007,Kansas,Male,263.0
2007,Kansas,Female,272.0
2007,Kentucky,Male,257.0
2007,Kentucky,Female,266.0
2007,Louisiana,Male,248.0
2007,Louisiana,Female,258.0
2007,Maine,Male,264.0
2007,Maine,Female,276.0
2007,Maryland,Male,260.0
2007,Maryland,Female,270.0
2007,Massachusetts,Male,269.0
2007,Massachusetts,Female,278.0
2007,Michigan,Male,255.0
2007,Michigan,Female,266.0
2007,Minnesota,Male,263.0
2007,Minnesota,Female,274.0
2007,Mississippi,Male,246.0
2007,Mississippi,Female,255.0
2007,Missouri,Male,259.0
2007,Missouri,Female,268.0
2007,Montana,Male,265.0
2007,Montana,Female,278.0
2007,Nebraska,Male,262.0
2007,Nebraska,Female,272.0
2007,Nevada,Male,245.0
2007,Nevada,Female,259.0
2007,New Hampshire,Male,264.0
2007,New Hampshire,Female,275.0
2007,New Jersey,Male,266.0
2007,New Jersey,Female,274.0
2007,New Mexico,Male,247.0
2007,New Mexico,Female,255.0
2007,New York,Male,258.0
2007,New York,Female,269.0
2007,North Carolina,Male,254.0
2007,North Carolina,Female,265.0
2007,North Dakota,Male,264.0
2007,North Dakota,Female,272.0
2007,Ohio,Male,264.0
2007,Ohio,Female,272.0
2007,Oklahoma,Male,255.0
2007,Oklahoma,Female,264.0
2007,Oregon,Male,260.0
2007,Oregon,Female,271.0
2007,Pennsylvania,Male,265.0
2007,Pennsylvania,Female,270.0
2007,Rhode Island,Male,256.0
2007,Rhode Island,Female,261.0
2007,South Carolina,Male,253.0
2007,South Carolina,Female,262.0
2007,South Dakota,Male,266.0
2007,South Dakota,Female,274.0
2007,Tennessee,Male,254.0
2007,Tennessee,Female,264.0
2007,Texas,Male,256.0
2007,Texas,Female,266.0
2007,Utah,Male,258.0
2007,Utah,Female,267.0
2007,Vermont,Male,268.0
2007,Vermont,Female,278.0
2007,Virginia,Male,262.0
2007,Virginia,Female,272.0
2007,Washington,Male,260.0
2007,Washington,Female,270.0
2007,West Virginia,Male,248.0
2007,West Virginia,Female,262.0
2007,Wisconsin,Male,257.0
2007,Wisconsin,Female,272.0
2007,Wyoming,Male,261.0
2007,Wyoming,Female,271.0
2005,National,Male,257.0
2005,National,Female,267.0
2005,Alabama,Male,245.0
2005,Alabama,Female,260.0
2005,Alaska,Male,253.0
2005,Alaska,Female,265.0
2005,Arizona,Male,249.0
2005,Arizona,Female,260.0
2005,Arkansas,Male,252.0
2005,Arkansas,Female,263.0
2005,California,Male,246.0
2005,California,Female,255.0
2005,Colorado,Male,261.0
2005,Colorado,Female,268.0
2005,Connecticut,Male,258.0
2005,Connecticut,Female,270.0
2005,Delaware,Male,261.0
2005,Delaware,Female,271.0
2005,Florida,Male,249.0
2005,Florida,Female,262.0
2005,Georgia,Male,251.0
2005,Georgia,Female,263.0
2005,Hawaii,Male,242.0
2005,Hawaii,Female,256.0
2005,Idaho,Male,258.0
2005,Idaho,Female,271.0
2005,Illinois,Male,258.0
2005,Illinois,Female,269.0
2005,Indiana,Male,256.0
2005,Indiana,Female,267.0
2005,Iowa,Male,261.0
2005,Iowa,Female,273.0
2005,Kansas,Male,262.0
2005,Kansas,Female,271.0
2005,Kentucky,Male,258.0
2005,Kentucky,Female,270.0
2005,Louisiana,Male,247.0
2005,Louisiana,Female,259.0
2005,Maine,Male,264.0
2005,Maine,Female,276.0
2005,Maryland,Male,256.0
2005,Maryland,Female,266.0
2005,Massachusetts,Male,269.0
2005,Massachusetts,Female,278.0
2005,Michigan,Male,256.0
2005,Michigan,Female,266.0
2005,Minnesota,Male,263.0
2005,Minnesota,Female,274.0
2005,Mississippi,Male,246.0
2005,Mississippi,Female,255.0
2005,Missouri,Male,260.0
2005,Missouri,Female,270.0
2005,Montana,Male,265.0
2005,Montana,Female,274.0
2005,Nebraska,Male,261.0
2005,Nebraska,Female,274.0
2005,Nevada,Male,247.0
2005,Nevada,Female,258.0
2005,New Hampshire,Male,264.0
2005,New Hampshire,Female,275.0
2005,New Jersey,Male,266.0
2005,New Jersey,Female,273.0
2005,New Mexico,Male,247.0
2005,New Mexico,Female,255.0
2005,New York,Male,260.0
2005,New York,Female,270.0
2005,North Carolina,Male,251.0
2005,North Carolina,Female,266.0
2005,North Dakota,Male,267.0
2005,North Dakota,Female,274.0
2005,Ohio,Male,261.0
2005,Ohio,Female,272.0
2005,Oklahoma,Male,254.0
2005,Oklahoma,Female,265.0
2005,Oregon,Male,258.0
2005,Oregon,Female,268.0
2005,Pennsylvania,Male,262.0
2005,Pennsylvania,Female,271.0
2005,Rhode Island,Male,256.0
2005,Rhode Island,Female,266.0
2005,South Carolina,Male,252.0
2005,South Carolina,Female,262.0
2005,South Dakota,Male,264.0
2005,South Dakota,Female,273.0
2005,Tennessee,Male,255.0
2005,Tennessee,Female,264.0
2005,Texas,Male,254.0
2005,Texas,Female,263.0
2005,Utah,Male,255.0
2005,Utah,Female,269.0
2005,Vermont,Male,262.0
2005,Vermont,Female,276.0
2005,Virginia,Male,263.0
2005,Virginia,Female,273.0
2005,Washington,Male,260.0
