Jurisdiction,Year,Female,Male,Gap
Maine,2022,231.0,236.0,5.0
Maryland,2003,232.0,235.0,3.0
Maryland,2005,237.0,240.0,3.0
Maryland,2007,239.0,242.0,3.0
Maryland,2009,243.0,244.0,1.0
Maryland,2011,246.0,248.0,2.0
Maryland,2013,244.0,246.0,2.0
Maryland,2015,239.0,240.0,1.0
Maryland,2017,239.0,242.0,3.0
Maryland,2019,237.0,240.0,3.0
Maryland,2022,226.0,231.0,5.0
Massachusetts,2003,239.0,244.0,5.0
Massachusetts,2005,247.0,248.0,1.0
Massachusetts,2007,251.0,254.0,3.0
Massachusetts,2009,251.0,253.0,2.0
Massachusetts,2011,252.0,255.0,3.0
Massachusetts,2013,253.0,253.0,0.0
Massachusetts,2015,248.0,253.0,5.0
Massachusetts,2017,247.0,252.0,5.0
Massachusetts,2019,246.0,249.0,3.0
Massachusetts,2022,238.0,246.0,8.0
Michigan,2003,233.0,238.0,5.0
Michigan,2005,236.0,240.0,4.0
Michigan,2007,237.0,238.0,1.0
Michigan,2009,235.0,238.0,3.0
Michigan,2011,235.0,238.0,3.0
Michigan,2013,236.0,237.0,1.0
Michigan,2015,235.0,237.0,2.0
Michigan,2017,234.0,237.0,3.0
Michigan,2019,234.0,238.0,4.0
Michigan,2022,229.0,235.0,6.0
Minnesota,2003,240.0,244.0,4.0
Minnesota,2005,245.0,247.0,2.0
Minnesota,2007,245.0,249.0,4.0
Minnesota,2009,248.0,251.0,3.0
Minnesota,2011,248.0,250.0,2.0
Minnesota,2013,253.0,254.0,1.0
Minnesota,2015,249.0,250.0,1.0
Minnesota,2017,247.0,250.0,3.0
Minnesota,2019,246.0,251.0,5.0
Minnesota,2022,235.0,243.0,8.0
Mississippi,2003,223.0,223.0,0.0
Mississippi,2005,226.0,227.0,1.0
Mississippi,2007,227.0,228.0,1.0
Mississippi,2009,228.0,227.0,-1.0
Mississippi,2011,231.0,229.0,-2.0
Mississippi,2013,232.0,231.0,-1.0
Mississippi,2015,234.0,234.0,0.0
Mississippi,2017,234.0,235.0,1.0
Mississippi,2019,240.0,242.0,2.0
Mississippi,2022,232.0,235.0,3.0
Missouri,2003,235.0,235.0,0.0
Missouri,2005,233.0,237.0,4.0
Missouri,2007,238.0,240.0,2.0
Missouri,2009,240.0,241.0,1.0
Missouri,2011,241.0,240.0,-1.0
Missouri,2013,239.0,240.0,1.0
Missouri,2015,237.0,241.0,4.0
Missouri,2017,238.0,241.0,3.0
Missouri,2019,237.0,239.0,2.0
Missouri,2022,229.0,235.0,6.0
Montana,2003,235.0,236.0,1.0
Montana,2005,239.0,243.0,4.0
Montana,2007,242.0,245.0,3.0
Montana,2009,242.0,247.0,5.0
Montana,2011,242.0,245.0,3.0
Montana,2013,242.0,245.0,3.0
Montana,2015,239.0,243.0,4.0
Montana,2017,240.0,241.0,1.0
Montana,2019,239.0,243.0,4.0
Montana,2022,236.0,241.0,5.0
National,2003,233.0,236.0,3.0
National,2005,237.0,239.0,2.0
National,2007,239.0,241.0,2.0
National,2009,239.0,241.0,2.0
National,2011,240.0,241.0,1.0
National,2013,241.0,242.0,1.0
National,2015,239.0,241.0,2.0
National,2017,239.0,241.0,2.0
National,2019,239.0,242.0,3.0
National,2022,233.0,239.0,6.0
Nebraska,2003,235.0,238.0,3.0
Nebraska,2005,236.0,239.0,3.0
Nebraska,2007,236.0,240.0,4.0
Nebraska,2009,239.0,239.0,0.0
Nebraska,2011,239.0,241.0,2.0
Nebraska,2013,241.0,245.0,4.0
Nebraska,2015,244.0,244.0,0.0
Nebraska,2017,244.0,247.0,3.0
Nebraska,2019,241.0,246.0,5.0
Nebraska,2022,240.0,243.0,3.0
Nevada,2003,226.0,229.0,3.0
Nevada,2005,229.0,231.0,2.0
Nevada,2007,230.0,233.0,3.0
Nevada,2009,234.0,236.0,2.0
Nevada,2011,236.0,238.0,2.0
Nevada,2013,235.0,237.0,2.0
Nevada,2015,233.0,234.0,1.0
Nevada,2017,231.0,232.0,1.0
Nevada,2019,235.0,236.0,1.0
Nevada,2022,225.0,233.0,8.0
New Hampshire,2003,240.0,246.0,6.0
New Hampshire,2005,244.0,247.0,3.0
New Hampshire,2007,247.0,250.0,3.0
New Hampshire,2009,250.0,252.0,2.0
New Hampshire,2011,251.0,252.0,1.0
New Hampshire,2013,251.0,255.0,4.0
New Hampshire,2015,248.0,250.0,2.0
New Hampshire,2017,244.0,247.0,3.0
New Hampshire,2019,242.0,247.0,5.0
New Hampshire,2022,238.0,241.0,3.0
New Jersey,2003,237.0,240.0,3.0
New Jersey,2005,242.0,246.0,4.0
New Jersey,2007,247.0,250.0,3.0
New Jersey,2009,245.0,248.0,3.0
New Jersey,2011,247.0,249.0,2.0
New Jersey,2013,246.0,248.0,2.0
New Jersey,2015,244.0,247.0,3.0
New Jersey,2017,247.0,248.0,1.0
New Jersey,2019,245.0,247.0,2.0
New Jersey,2022,236.0,242.0,6.0
New Mexico,2003,221.0,224.0,3.0
New Mexico,2005,223.0,225.0,2.0
New Mexico,2007,227.0,229.0,2.0
New Mexico,2009,229.0,231.0,2.0
New Mexico,2011,232.0,234.0,2.0
New Mexico,2013,232.0,234.0,2.0
New Mexico,2015,230.0,232.0,2.0
New Mexico,2017,229.0,230.0,1.0
New Mexico,2019,230.0,232.0,2.0
New Mexico,2022,219.0,223.0,4.0
New York,2003,235.0,237.0,2.0
New York,2005,237.0,240.0,3.0
New York,2007,242.0,244.0,2.0
New York,2009,239.0,242.0,3.0
New York,2011,237.0,238.0,1.0
New York,2013,240.0,241.0,1.0
New York,2015,236.0,238.0,2.0
New York,2017,233.0,238.0,5.0
New York,2019,235.0,238.0,3.0
New York,2022,224.0,230.0,6.0
North Carolina,2003,241.0,243.0,2.0
North Carolina,2005,241.0,242.0,1.0
North Carolina,2007,241.0,243.0,2.0
North Carolina,2009,244.0,244.0,0.0
North Carolina,2011,244.0,245.0,1.0
North Carolina,2013,245.0,245.0,0.0
North Carolina,2015,242.0,245.0,3.0
North Carolina,2017,240.0,242.0,2.0
North Carolina,2019,241.0,242.0,1.0
North Carolina,2022,235.0,237.0,2.0
North Dakota,2003,235.0,240.0,5.0
North Dakota,2005,241.0,244.0,3.0
North Dakota,2007,243.0,248.0,5.0
North Dakota,2009,244.0,247.0,3.0
North Dakota,2011,244.0,246.0,2.0
North Dakota,2013,246.0,247.0,1.0
North Dakota,2015,243.0,246.0,3.0
North Dakota,2017,243.0,246.0,3.0
North Dakota,2019,242.0,244.0,2.0
North Dakota,2022,238.0,242.0,4.0
Ohio,2003,237.0,239.0,2.0
Ohio,2005,241.0,243.0,2.0
Ohio,2007,243.0,246.0,3.0
Ohio,2009,242.0,245.0,3.0
Ohio,2011,243.0,245.0,2.0
Ohio,2013,245.0,246.0,1.0
Ohio,2015,243.0,244.0,1.0
Ohio,2017,240.0,241.0,1.0
Ohio,2019,238.0,244.0,6.0
Ohio,2022,235.0,240.0,5.0
Oklahoma,2003,228.0,230.0,2.0
Oklahoma,2005,233.0,235.0,2.0
Oklahoma,2007,236.0,238.0,2.0
Oklahoma,2009,236.0,238.0,2.0
Oklahoma,2011,238.0,237.0,-1.0
Oklahoma,2013,238.0,240.0,2.0
Oklahoma,2015,238.0,242.0,4.0
Oklahoma,2017,236.0,239.0,3.0
Oklahoma,2019,236.0,239.0,3.0
Oklahoma,2022,228.0,231.0,3.0
Oregon,2003,235.0,237.0,2.0
Oregon,2005,238.0,239.0,1.0
Oregon,2007,234.0,238.0,4.0
Oregon,2009,236.0,240.0,4.0
Oregon,2011,237.0,237.0,0.0
Oregon,2013,239.0,241.0,2.0
Oregon,2015,237.0,239.0,2.0
Oregon,2017,231.0,235.0,4.0
Oregon,2019,234.0,239.0,5.0
Oregon,2022,226.0,231.0,5.0
Pennsylvania,2003,234.0,238.0,4.0
Pennsylvania,2005,240.0,241.0,1.0
Pennsylvania,2007,243.0,245.0,2.0
Pennsylvania,2009,242.0,245.0,3.0
Pennsylvania,2011,245.0,247.0,2.0
Pennsylvania,2013,244.0,244.0,0.0
Pennsylvania,2015,242.0,244.0,2.0
Pennsylvania,2017,240.0,243.0,3.0
Pennsylvania,2019,243.0,245.0,2.0
Pennsylvania,2022,235.0,240.0,5.0
Rhode Island,2003,229.0,231.0,2.0
Rhode Island,2005,233.0,234.0,1.0
Rhode Island,2007,235.0,236.0,1.0
Rhode Island,2009,237.0,240.0,3.0
Rhode Island,2011,242.0,242.0,0.0
Rhode Island,2013,241.0,242.0,1.0
Rhode Island,2015,238.0,238.0,0.0
Rhode Island,2017,237.0,238.0,1.0
Rhode Island,2019,238.0,241.0,3.0
Rhode Island,2022,232.0,236.0,4.0
South Carolina,2003,234.0,237.0,3.0
South Carolina,2005,238.0,238.0,0.0
South Carolina,2007,238.0,236.0,-2.0
South Carolina,2009,235.0,236.0,1.0
South Carolina,2011,238.0,237.0,-1.0
South Carolina,2013,238.0,236.0,-2.0
South Carolina,2015,237.0,238.0,1.0
South Carolina,2017,233.0,235.0,2.0
South Carolina,2019,235.0,239.0,4.0
South Carolina,2022,233.0,236.0,3.0
South Dakota,2003,235.0,239.0,4.0
South Dakota,2005,240.0,243.0,3.0
South Dakota,2007,240.0,242.0,2.0
South Dakota,2009,241.0,243.0,2.0
South Dakota,2011,240.0,242.0,2.0
South Dakota,2013,241.0,241.0,0.0
South Dakota,2015,239.0,240.0,1.0
South Dakota,2017,239.0,244.0,5.0
South Dakota,2019,239.0,244.0,5.0
South Dakota,2022,237.0,241.0,4.0
Tennessee,2003,228.0,228.0,0.0
Tennessee,2005,231.0,233.0,2.0
Tennessee,2007,231.0,234.0,3.0
Tennessee,2009,231.0,232.0,1.0
Tennessee,2011,232.0,233.0,1.0
Tennessee,2013,240.0,240.0,0.0
Tennessee,2015,240.0,241.0,1.0
Tennessee,2017,236.0,237.0,1.0
Tennessee,2019,238.0,241.0,3.0
Tennessee,2022,234.0,239.0,5.0
Texas,2003,236.0,239.0,3.0
Texas,2005,240.0,244.0,4.0
Texas,2007,242.0,243.0,1.0
Texas,2009,240.0,241.0,1.0
Texas,2011,241.0,241.0,0.0
Texas,2013,242.0,242.0,0.0
Texas,2015,243.0,245.0,2.0
Texas,2017,241.0,241.0,0.0
Texas,2019,242.0,245.0,3.0
Texas,2022,235.0,242.0,7.0
Utah,2003,233.0,236.0,3.0
Utah,2005,237.0,240.0,3.0
Utah,2007,238.0,241.0,3.0
Utah,2009,239.0,241.0,2.0
Utah,2011,241.0,244.0,3.0
Utah,2013,241.0,244.0,3.0
Utah,2015,241.0,244.0,3.0
Utah,2017,240.0,244.0,4.0
Utah,2019,242.0,245.0,3.0
Utah,2022,235.0,244.0,9.0
Vermont,2003,240.0,244.0,4.0
Vermont,2005,241.0,246.0,5.0
Vermont,2007,245.0,248.0,3.0
Vermont,2009,247.0,249.0,2.0
Vermont,2011,245.0,248.0,3.0
Vermont,2013,247.0,249.0,2.0
Vermont,2015,244.0,243.0,-1.0
Vermont,2017,240.0,241.0,1.0
Vermont,2019,237.0,240.0,3.0
Vermont,2022,231.0,237.0,6.0
Virginia,2003,239.0,240.0,1.0
Virginia,2005,239.0,242.0,3.0
Virginia,2007,242.0,245.0,3.0
Virginia,2009,241.0,245.0,4.0
Virginia,2011,244.0,247.0,3.0
Virginia,2013,246.0,247.0,1.0
Virginia,2015,246.0,247.0,1.0
Virginia,2017,245.0,250.0,5.0
Virginia,2019,245.0,248.0,3.0
Virginia,2022,233.0,239.0,6.0
Washington,2003,237.0,240.0,3.0
Washington,2005,241.0,242.0,1.0
Washington,2007,241.0,244.0,3.0
Washington,2009,242.0,242.0,0.0
Washington,2011,242.0,244.0,2.0
Washington,2013,246.0,247.0,1.0
Washington,2015,245.0,245.0,0.0
Washington,2017,240.0,243.0,3.0
Washington,2019,237.0,242.0,5.0
Washington,2022,233.0,237.0,4.0
West Virginia,2003,230.0,232.0,2.0
West Virginia,2005,229.0,232.0,3.0
West Virginia,2007,235.0,238.0,3.0
West Virginia,2009,232.0,234.0,2.0
West Virginia,2011,234.0,235.0,1.0
West Virginia,2013,237.0,238.0,1.0
West Virginia,2015,236.0,235.0,-1.0
West Virginia,2017,236.0,237.0,1.0
West Virginia,2019,232.0,231.0,-1.0
West Virginia,2022,225.0,227.0,2.0
Wisconsin,2003,235.0,238.0,3.0
Wisconsin,2005,239.0,242.0,3.0
Wisconsin,2007,243.0,245.0,2.0
Wisconsin,2009,242.0,245.0,3.0
Wisconsin,2011,244.0,245.0,1.0
Wisconsin,2013,244.0,245.0,1.0
Wisconsin,2015,243.0,244.0,1.0
Wisconsin,2017,239.0,242.0,3.0
Wisconsin,2019,240.0,243.0,3.0
Wisconsin,2022,238.0,242.0,4.0
Wyoming,2003,240.0,242.0,2.0
Wyoming,2005,242.0,244.0,2.0
Wyoming,2007,243.0,244.0,1.0
Wyoming,2009,241.0,243.0,2.0
Wyoming,2011,243.0,245.0,2.0
Wyoming,2013,246.0,247.0,1.0
Wyoming,2015,246.0,248.0,2.0
Wyoming,2017,246.0,249.0,3.0
Wyoming,2019,244.0,248.0,4.0
Wyoming,2022,241.0,246.0,5.0
